"idorder","orderDate","priority_idpriority","customer_idcustomer"
"IN-2014-56206","2014-06-24","1","MB-17305"
"IN-2014-56437","2014-10-17","1","LH-17155"
"IN-2014-56570","2014-11-17","3","BM-11575"
"IN-2014-56591","2014-12-30","3","DK-12985"
"IN-2014-56696","2014-10-13","4","MS-17530"
"IN-2014-56801","2014-05-08","1","SC-20800"
"IN-2014-56808","2014-07-12","4","AG-10330"
"IN-2014-56899","2014-05-06","2","LM-17065"
"IN-2014-56920","2014-07-11","1","GM-14695"
"IN-2014-56962","2014-03-18","1","HZ-14950"
"IN-2014-57011","2014-04-11","4","JS-15685"
"IN-2014-57158","2014-11-04","1","EH-13765"
"IN-2014-57172","2014-03-10","1","CB-12025"
"IN-2014-57403","2014-02-04","2","EH-14125"
"IN-2014-57410","2014-10-17","1","CS-12250"
"IN-2014-57529","2014-07-09","1","PB-19210"
"IN-2014-57564","2014-10-31","1","NR-18550"
"IN-2014-57571","2014-12-15","4","DB-13210"
"IN-2014-57683","2014-09-11","1","DL-13330"
"IN-2014-57837","2014-09-19","2","CS-12130"
"IN-2014-58138","2014-06-17","2","CJ-11875"
"IN-2014-58173","2014-05-02","1","JK-16120"
"IN-2014-58236","2014-05-21","1","MG-17695"
"IN-2014-58306","2014-03-24","1","PF-19165"
"IN-2014-58460","2014-12-13","1","BT-11680"
"IN-2014-58607","2014-10-29","2","SC-20380"
"IN-2014-58635","2014-02-11","1","DM-13525"
"IN-2014-58733","2014-06-18","1","AJ-10960"
"IN-2014-58831","2014-09-16","2","BP-11230"
"IN-2014-58957","2014-11-17","4","MM-17920"
"IN-2014-59069","2014-09-19","1","TT-21220"
"IN-2014-59363","2014-10-09","2","TB-21595"
"IN-2014-59475","2014-10-16","1","AS-10045"
"IN-2014-59643","2014-10-20","2","EH-14005"
"IN-2014-59650","2014-11-03","2","AW-10930"
"IN-2014-59706","2014-05-28","1","VP-21760"
"IN-2014-59727","2014-05-13","1","DH-13075"
"IN-2014-59762","2014-12-30","1","JK-15625"
"IN-2014-59944","2014-08-06","1","BO-11425"
"IN-2014-60105","2014-05-21","1","VT-21700"
"IN-2014-60168","2014-01-02","1","LD-16855"
"IN-2014-60175","2014-10-14","1","HJ-14875"
"IN-2014-60350","2014-05-13","1","CC-12610"
"IN-2014-60413","2014-07-07","1","RP-19390"
"IN-2014-60469","2014-10-27","1","SW-20455"
"IN-2014-60553","2014-11-28","2","OT-18730"
"IN-2014-60602","2014-05-28","2","DB-12970"
"IN-2014-60616","2014-02-15","1","EB-14110"
"IN-2014-60630","2014-07-04","4","MS-17365"
"IN-2014-61015","2014-03-03","2","EA-14035"
"IN-2014-61113","2014-10-25","1","GH-14665"
"IN-2014-61204","2014-12-09","1","KW-16570"
"IN-2014-61211","2014-08-18","1","GW-14605"
"IN-2014-61218","2014-08-20","2","DW-13195"
"IN-2014-61260","2014-08-19","1","SC-20680"
"IN-2014-61344","2014-10-07","2","BT-11395"
"IN-2014-61414","2014-01-16","1","JJ-15445"
"IN-2014-61554","2014-10-23","1","RF-19840"
"IN-2014-61792","2014-08-05","2","MW-18220"
"IN-2014-61813","2014-08-14","1","EJ-14155"
"IN-2014-61820","2014-01-21","1","MH-17440"
"IN-2014-61869","2014-08-25","1","CK-12595"
"IN-2014-61897","2014-11-24","2","SM-20905"
"IN-2014-61904","2014-02-19","2","JK-15370"
"IN-2014-61932","2014-04-17","4","HA-14920"
"IN-2014-61939","2014-04-08","1","AH-10075"
"IN-2014-61967","2014-01-18","2","MG-17890"
"IN-2014-61974","2014-11-19","2","TG-21640"
"IN-2014-62135","2014-12-16","1","PN-18775"
"IN-2014-62156","2014-09-26","1","GM-14455"
"IN-2014-62233","2014-11-24","2","DK-13090"
"IN-2014-62254","2014-01-03","2","EB-13750"
"IN-2014-62268","2014-10-07","1","RD-19810"
"IN-2014-62303","2014-01-04","2","SC-20380"
"IN-2014-62338","2014-06-26","1","AH-10690"
"IN-2014-62366","2014-06-19","1","KE-16420"
"IN-2014-62604","2014-12-29","1","EH-13765"
"IN-2014-62667","2014-04-24","1","BD-11320"
"IN-2014-62709","2014-12-18","2","IG-15085"
"IN-2014-62730","2014-08-09","1","FP-14320"
"IN-2014-62863","2014-09-24","2","DW-13480"
"IN-2014-62961","2014-12-03","2","AC-10615"
"IN-2014-63003","2014-04-21","2","KF-16285"
"IN-2014-63059","2014-07-24","1","VS-21820"
"IN-2014-63178","2014-06-24","1","SO-20335"
"IN-2014-63192","2014-03-26","2","DB-13660"
"IN-2014-63206","2014-06-20","3","DV-13465"
"IN-2014-63213","2014-08-27","2","SC-20020"
"IN-2014-63374","2014-06-30","2","MH-18115"
"IN-2014-63591","2014-12-13","2","ZD-21925"
"IN-2014-63619","2014-01-15","2","CC-12610"
"IN-2014-63647","2014-08-04","2","EB-14170"
"IN-2014-63710","2014-09-09","4","AB-10015"
"IN-2014-63766","2014-11-22","1","MK-18160"
"IN-2014-63850","2014-04-29","1","JM-15655"
"IN-2014-64074","2014-06-15","1","JG-15310"
"IN-2014-64137","2014-07-03","3","SR-20425"
"IN-2014-64186","2014-05-02","1","HG-15025"
"IN-2014-64347","2014-12-22","1","JE-15715"
"IN-2014-64396","2014-06-24","3","AB-10255"
"IN-2014-64410","2014-08-09","1","LA-16780"
"IN-2014-64501","2014-12-29","1","TB-21250"
"IN-2014-64669","2014-01-20","2","VP-21730"
"IN-2014-64760","2014-12-30","1","DK-13225"
"IN-2014-65131","2014-06-02","1","RP-19855"
"IN-2014-65194","2014-03-27","1","AF-10870"
"IN-2014-65243","2014-12-04","2","BE-11455"
"IN-2014-65299","2014-05-03","1","VP-21730"
"IN-2014-65334","2014-08-06","1","MM-18280"
"IN-2014-65418","2014-11-03","1","SF-20065"
"IN-2014-65439","2014-05-30","1","JM-15655"
"IN-2014-65488","2014-07-17","1","CP-12340"
"IN-2014-65502","2014-02-28","1","AC-10420"
"IN-2014-65712","2014-06-12","2","JM-16195"
"IN-2014-65817","2014-02-24","1","CC-12610"
"IN-2014-65936","2014-03-19","1","TS-21205"
"IN-2014-65992","2014-11-18","1","Co-12640"
"IN-2014-66020","2014-12-26","1","ND-18460"
"IN-2014-66027","2014-12-15","1","SV-20935"
"IN-2014-66062","2014-01-28","2","RB-19705"
"IN-2014-66139","2014-06-12","1","MD-17350"
"IN-2014-66349","2014-02-21","1","LP-17095"
"IN-2014-66566","2014-12-19","1","DL-13330"
"IN-2014-66573","2014-10-09","2","TS-21505"
"IN-2014-66594","2014-11-25","1","MG-17680"
"IN-2014-66615","2014-01-18","2","DB-13405"
"IN-2014-66755","2014-06-18","1","TP-21130"
"IN-2014-66797","2014-12-04","1","SP-20650"
"IN-2014-66853","2014-05-19","1","DB-12970"
"IN-2014-66965","2014-04-16","1","EG-13900"
"IN-2014-67119","2014-11-07","4","AR-10570"
"IN-2014-67189","2014-08-19","1","AG-10525"
"IN-2014-67238","2014-08-18","1","SH-20395"
"IN-2014-67434","2014-08-08","3","NL-18310"
"IN-2014-67462","2014-12-19","1","VB-21745"
"IN-2014-67504","2014-11-19","1","CB-12535"
"IN-2014-68008","2014-09-17","1","FM-14290"
"IN-2014-68057","2014-08-07","1","JS-16030"
"IN-2014-68092","2014-12-17","1","LE-16810"
"IN-2014-68127","2014-06-30","2","RH-19600"
"IN-2014-68190","2014-05-17","4","BS-11365"
"IN-2014-68204","2014-06-03","3","MY-17380"
"IN-2014-68218","2014-10-30","2","GK-14620"
"IN-2014-68309","2014-10-02","1","SS-20140"
"IN-2014-68337","2014-11-13","1","TS-21430"
"IN-2014-68463","2014-05-22","4","DM-13345"
"IN-2014-68617","2014-06-23","3","SO-20335"
"IN-2014-68638","2014-09-04","4","JD-16150"
"IN-2014-68778","2014-10-07","2","DB-13360"
"IN-2014-69205","2014-08-13","1","LC-16885"
"IN-2014-69282","2014-10-21","1","AS-10225"
"IN-2014-69380","2014-07-10","3","LH-16900"
"IN-2014-69408","2014-04-28","1","CD-12790"
"IN-2014-69457","2014-12-12","1","DE-13255"
"IN-2014-69485","2014-10-15","1","AT-10735"
"IN-2014-69506","2014-08-23","1","NH-18610"
"IN-2014-69527","2014-10-31","1","JG-15805"
"IN-2014-69604","2014-10-14","1","AZ-10750"
"IN-2014-69646","2014-02-14","1","DB-13360"
"IN-2014-69793","2014-04-03","1","SA-20830"
"IN-2014-69807","2014-11-21","1","VP-21730"
"IN-2014-69856","2014-06-17","1","AG-10900"
"IN-2014-70262","2014-09-11","1","CJ-11875"
"IN-2014-70276","2014-11-11","1","JH-16180"
"IN-2014-70465","2014-02-14","2","MA-17995"
"IN-2014-70493","2014-10-23","4","TZ-21445"
"IN-2014-70563","2014-09-13","2","BD-11770"
"IN-2014-70766","2014-12-02","2","MS-17710"
"IN-2014-70822","2014-04-10","2","CA-12310"
"IN-2014-70871","2014-11-01","1","MC-17635"
"IN-2014-71004","2014-11-14","1","RM-19750"
"IN-2014-71067","2014-05-13","1","NZ-18565"
"IN-2014-71235","2014-09-17","1","NC-18625"
"IN-2014-71256","2014-05-01","1","NM-18445"
"IN-2014-71291","2014-05-21","1","DL-13315"
"IN-2014-71312","2014-10-04","2","BD-11500"
"IN-2014-71382","2014-10-11","1","TT-21070"
"IN-2014-71417","2014-02-28","2","LD-17005"
"IN-2014-71480","2014-12-23","2","PV-18985"
"IN-2014-71613","2014-04-04","1","EH-14185"
"IN-2014-71690","2014-11-11","2","EJ-13720"
"IN-2014-71886","2014-12-26","2","ME-17320"
"IN-2014-71907","2014-05-05","2","BT-11485"
"IN-2014-71914","2014-09-23","1","SC-20725"
"IN-2014-71928","2014-03-04","1","AC-10615"
"IN-2014-71956","2014-10-06","1","ME-17320"
"IN-2014-71998","2014-07-27","2","AR-10345"
"IN-2014-72054","2014-04-07","2","JW-15220"
"IN-2014-72103","2014-07-17","1","AG-10495"
"IN-2014-72313","2014-07-23","4","CM-12715"
"IN-2014-72327","2014-05-30","2","KH-16330"
"IN-2014-72348","2014-09-22","1","GH-14425"
"IN-2014-72460","2014-06-24","4","BM-11575"
"IN-2014-72516","2014-06-02","1","IM-15070"
"IN-2014-72565","2014-06-02","1","MW-18235"
"IN-2014-72747","2014-02-05","1","SC-20230"
"IN-2014-72838","2014-09-26","2","RF-19840"
"IN-2014-73041","2014-08-12","1","IG-15085"
"IN-2014-73048","2014-02-14","1","AC-10615"
"IN-2014-73258","2014-04-15","4","GR-14560"
"IN-2014-73265","2014-08-06","1","MT-17815"
"IN-2014-73314","2014-01-16","1","CM-12385"
"IN-2014-73377","2014-09-05","1","LL-16840"
"IN-2014-73447","2014-08-20","1","RB-19705"
"IN-2014-73545","2014-10-15","3","GG-14650"
"IN-2014-73580","2014-05-23","1","LH-17155"
"IN-2014-73587","2014-09-30","1","SS-20590"
"IN-2014-73594","2014-05-27","1","FM-14215"
"IN-2014-73657","2014-01-11","2","ME-17725"
"IN-2014-73664","2014-11-20","1","DW-13585"
"IN-2014-73762","2014-10-13","2","BF-11005"
"IN-2014-73916","2014-05-14","2","MH-17785"
"IN-2014-73944","2014-10-22","1","AZ-10750"
"IN-2014-73972","2014-03-20","3","BT-11485"
"IN-2014-74077","2014-09-04","2","PG-18820"
"IN-2014-74224","2014-06-04","1","CM-12115"
"IN-2014-74266","2014-06-13","1","HM-14860"
"IN-2014-74301","2014-10-01","1","BP-11230"
"IN-2014-74504","2014-09-09","1","EK-13795"
"IN-2014-74532","2014-03-20","2","BN-11470"
"IN-2014-74588","2014-10-20","1","OT-18730"
"IN-2014-74805","2014-05-14","2","SR-20740"
"IN-2014-74987","2014-06-10","1","SW-20350"
"IN-2014-75029","2014-01-22","1","SE-20110"
"IN-2014-75204","2014-04-29","2","PR-18880"
"IN-2014-75267","2014-11-18","2","RB-19465"
"IN-2014-75288","2014-05-08","2","EG-13900"
"IN-2014-75379","2014-02-28","2","JB-15925"
"IN-2014-75456","2014-07-10","2","AA-10375"
"IN-2014-75470","2014-03-11","2","CS-12460"
"IN-2014-75603","2014-12-31","1","BS-11365"
"IN-2014-75736","2014-05-27","2","GD-14590"
"IN-2014-75785","2014-03-20","1","KW-16570"
"IN-2014-75918","2014-09-03","4","BS-11665"
"IN-2014-76016","2014-09-26","1","VG-21805"
"IN-2014-76058","2014-03-13","2","FO-14305"
"IN-2014-76114","2014-08-08","2","DB-13615"
"IN-2014-76247","2014-05-03","1","KE-16420"
"IN-2014-76282","2014-09-06","1","KW-16570"
"IN-2014-76415","2014-05-31","1","DK-13375"
"IN-2014-76555","2014-09-17","2","HG-14845"
"IN-2014-76576","2014-05-10","2","NW-18400"
"IN-2014-76674","2014-09-14","1","MZ-17515"
"IN-2014-76716","2014-09-23","1","RS-19420"
"IN-2014-76793","2014-09-11","4","SC-20050"
"IN-2014-76807","2014-11-29","2","BP-11155"
"IN-2014-77017","2014-12-13","1","TA-21385"
"IN-2014-77059","2014-09-03","1","EM-14200"
"IN-2014-77157","2014-09-30","2","SS-20875"
"IN-2014-77276","2014-08-08","4","AH-10690"
"IN-2014-77290","2014-12-29","1","NR-18550"
"IN-2014-77374","2014-02-17","2","NL-18310"
"IN-2014-77605","2014-12-16","1","KL-16555"
"IN-2014-77640","2014-05-10","2","DJ-13630"
"IN-2014-77689","2014-06-28","4","SC-20050"
"IN-2014-77920","2014-06-17","2","SC-20020"
"IN-2014-77934","2014-11-25","2","KD-16270"
"IN-2014-77941","2014-01-17","1","EM-14140"
"IN-2014-77997","2014-05-16","2","DK-13225"
"IN-2014-78116","2014-06-12","1","DL-12925"
"IN-2014-78151","2014-12-11","1","NH-18610"
"IN-2014-78158","2014-03-20","2","MR-17545"
"IN-2014-78256","2014-09-20","2","EH-14125"
"IN-2014-78368","2014-10-24","1","DW-13585"
"IN-2014-78396","2014-03-24","1","MG-18145"
"IN-2014-78522","2014-12-25","1","DW-13195"
"IN-2014-78802","2014-05-07","2","TC-21475"
"IN-2014-78816","2014-08-05","3","JH-15985"
"IN-2014-78900","2014-12-03","2","JF-15190"
"IN-2014-78991","2014-11-27","2","JF-15355"
"IN-2014-79019","2014-02-28","1","TW-21025"
"IN-2014-79089","2014-11-19","2","MP-17470"
"IN-2014-79096","2014-09-17","1","TS-21430"
"IN-2014-79173","2014-12-14","1","EM-13960"
"IN-2014-79180","2014-11-15","1","KD-16495"
"IN-2014-79278","2014-05-01","4","PR-18880"
"IN-2014-79327","2014-08-02","1","JH-15820"
"IN-2014-79383","2014-05-01","1","PP-18955"
"IN-2014-79488","2014-07-27","1","HW-14935"
"IN-2014-79544","2014-07-11","2","JH-16180"
"IN-2014-79642","2014-10-29","1","VM-21685"
"IN-2014-79775","2014-10-30","1","LW-16825"
"IN-2014-79866","2014-09-02","1","DB-13555"
"IN-2014-80153","2014-08-26","2","NC-18625"
"IN-2014-80286","2014-11-07","2","CM-12445"
"IN-2014-80293","2014-03-11","1","MR-17545"
"IN-2014-80377","2014-10-20","1","RH-19555"
"IN-2014-80559","2014-12-04","1","PS-18970"
"IN-2014-80615","2014-07-09","1","SJ-20500"
"IN-2014-80629","2014-11-26","2","BF-10975"
"IN-2014-80776","2014-05-05","1","TB-21355"
"IN-2014-81035","2014-05-22","1","LB-16795"
"IN-2014-81154","2014-09-19","4","NL-18310"
"IN-2014-81322","2014-12-08","1","JM-15535"
"IN-2014-81336","2014-12-05","2","EM-13960"
"IN-2014-81399","2014-10-15","1","CS-12490"
"IN-2014-81427","2014-05-01","1","NS-18640"
"IN-2014-81546","2014-10-06","1","PF-19225"
"IN-2014-81847","2014-01-10","3","MS-17980"
"IN-2014-81973","2014-11-19","2","JG-15805"
"IN-2014-82008","2014-06-25","1","DC-12850"
"IN-2014-82176","2014-12-23","1","AC-10450"
"IN-2014-82652","2014-07-16","1","BM-11140"
"IN-2014-82736","2014-07-11","1","EB-13705"
"IN-2014-82939","2014-02-13","1","ML-18040"
"IN-2014-82953","2014-04-18","2","GM-14680"
"IN-2014-83009","2014-12-23","1","DK-13090"
"IN-2014-83163","2014-10-23","1","HW-14935"
"IN-2014-83233","2014-03-28","1","RP-19390"
"IN-2014-83268","2014-08-09","1","KH-16510"
"IN-2014-83310","2014-09-19","1","PJ-18835"
"IN-2014-83702","2014-11-27","1","VW-21775"
"IN-2014-83723","2014-08-01","1","EH-14125"
"IN-2014-83814","2014-06-30","2","GB-14575"
"IN-2014-84304","2014-10-22","2","TN-21040"
"IN-2014-84339","2014-08-07","4","HZ-14950"
"IN-2014-84353","2014-12-16","1","JH-15985"
"IN-2014-84458","2014-09-24","2","JD-15895"
"IN-2014-84570","2014-09-04","1","SC-20575"
"IN-2014-84843","2014-04-26","1","JG-15805"
"IN-2014-84948","2014-05-15","1","PN-18775"
"IN-2014-84969","2014-08-01","1","CM-11935"
"IN-2014-85011","2014-09-16","1","MR-17545"
"IN-2014-85018","2014-08-02","4","LH-16750"
"IN-2014-85151","2014-04-11","2","LS-17245"
"IN-2014-85207","2014-06-16","1","BW-11110"
"IN-2014-85242","2014-10-24","1","JW-16075"
"IN-2014-85515","2014-11-06","1","AF-10870"
"IN-2014-85620","2014-10-31","1","JL-15835"
"IN-2014-85760","2014-11-13","1","JD-16015"
"IN-2014-85858","2014-09-01","1","RO-19780"
"IN-2014-85886","2014-12-29","1","TT-21265"
"IN-2014-85977","2014-02-03","2","JM-15655"
"IN-2014-86096","2014-07-26","1","LR-17035"
"IN-2014-86117","2014-04-22","1","MH-18115"
"IN-2014-86341","2014-12-04","1","MS-17365"
"IN-2014-86376","2014-05-28","3","TS-21505"
"IN-2014-86453","2014-12-11","1","RF-19840"
"IN-2014-86663","2014-10-17","1","GK-14620"
"IN-2014-86684","2014-01-28","4","CG-12040"
"IN-2014-86726","2014-12-19","2","JF-15490"
"IN-2014-86768","2014-06-24","4","CC-12145"
"IN-2014-86796","2014-06-02","1","SC-20095"
"IN-2014-86831","2014-06-11","2","BS-11665"
"IR-2011-10","2011-12-26","1","CM-1830"
"IR-2011-120","2011-03-25","1","JL-5835"
"IR-2011-1690","2011-07-29","1","JL-5130"
"IR-2011-1940","2011-04-04","1","BT-1530"
"IR-2011-200","2011-08-29","1","AY-555"
"IR-2011-2210","2011-09-13","1","BM-1650"
"IR-2011-2310","2011-06-13","2","JE-5475"
"IR-2011-2750","2011-11-04","1","HG-5025"
"IR-2011-3300","2011-04-26","1","AR-825"
"IR-2011-3500","2011-11-02","4","MF-7665"
"IR-2011-360","2011-02-22","1","SZ-10035"
"IR-2011-3900","2011-01-21","1","DV-3045"
"IR-2011-4030","2011-08-05","1","SS-10515"
"IR-2011-4250","2011-09-15","1","TB-11250"
"IR-2011-4400","2011-12-30","2","PM-8940"
"IR-2011-5080","2011-08-08","1","NB-8655"
"IR-2011-5440","2011-03-03","1","YS-11880"
"IR-2011-590","2011-06-15","1","BT-1530"
"IR-2011-6000","2011-11-05","1","JC-6105"
"IR-2011-6390","2011-09-06","2","AR-510"
"IR-2011-6550","2011-02-01","2","PO-8850"
"IR-2011-6560","2011-10-10","1","LE-6810"
"IR-2011-6620","2011-11-07","1","RE-9450"
"IR-2011-6870","2011-08-01","1","KB-6600"
"IR-2011-7290","2011-03-28","2","RA-9285"
"IR-2011-7300","2011-09-26","1","VD-11670"
"IR-2011-7390","2011-10-06","1","PF-9225"
"IR-2011-7690","2011-01-03","2","NG-8355"
"IR-2011-7770","2011-12-10","1","JK-5205"
"IR-2011-780","2011-09-08","1","SM-10950"
"IR-2011-7880","2011-08-19","1","JK-5625"
"IR-2011-7930","2011-10-31","2","RE-9450"
"IR-2011-8710","2011-10-07","2","RR-9315"
"IR-2011-9150","2011-01-20","1","IM-5070"
"IR-2012-1050","2012-12-04","1","MH-8025"
"IR-2012-1100","2012-09-02","1","BF-1275"
"IR-2012-1150","2012-06-27","2","TS-11205"
"IR-2012-1390","2012-09-04","2","CP-2085"
"IR-2012-1470","2012-08-22","3","KN-6705"
"IR-2012-1650","2012-09-22","1","CJ-1875"
"IR-2012-1910","2012-01-23","2","CM-1935"
"IR-2012-2200","2012-04-25","2","KM-6720"
"IR-2012-2750","2012-10-24","2","KB-6315"
"IR-2012-2940","2012-09-18","4","CD-2280"
"IR-2012-3550","2012-09-05","2","TB-11400"
"IR-2012-3630","2012-09-11","1","AS-135"
"IR-2012-3790","2012-10-09","1","KB-6240"
"IR-2012-3950","2012-09-25","1","RD-9480"
"IR-2012-3990","2012-01-25","1","IM-5055"
"IR-2012-4380","2012-06-15","1","TS-11370"
"IR-2012-4630","2012-01-10","2","VT-11700"
"IR-2012-4780","2012-11-30","1","RD-9930"
"IR-2012-4790","2012-08-20","2","EM-4140"
"IR-2012-480","2012-08-30","2","RK-9300"
"IR-2012-5410","2012-11-17","1","PF-9165"
"IR-2012-6030","2012-08-27","2","LH-6750"
"IR-2012-6560","2012-04-02","1","AH-690"
"IR-2012-660","2012-06-11","4","BM-1650"
"IR-2012-6740","2012-06-06","2","AJ-795"
"IR-2012-6980","2012-06-01","1","EC-4050"
"IR-2012-7560","2012-11-13","1","AH-585"
"IR-2012-9350","2012-06-26","1","AS-630"
"IR-2012-9420","2012-09-12","1","SC-10800"
"IR-2012-9440","2012-10-29","2","LW-6990"
"IR-2012-9690","2012-03-09","3","PK-8910"
"IR-2012-9800","2012-11-07","3","AH-195"
"IR-2013-1560","2013-09-13","1","ME-7320"
"IR-2013-1770","2013-06-17","1","BS-1665"
"IR-2013-2040","2013-07-10","2","BO-1425"
"IR-2013-230","2013-04-25","2","CK-2595"
"IR-2013-2430","2013-09-17","2","JO-5145"
"IR-2013-2540","2013-09-01","3","LW-6825"
"IR-2013-2680","2013-11-01","1","RD-9930"
"IR-2013-2940","2013-10-18","2","MB-8085"
"IR-2013-310","2013-12-08","2","JJ-5445"
"IR-2013-320","2013-04-17","2","SM-10950"
"IR-2013-3310","2013-01-29","1","DM-3525"
"IR-2013-3430","2013-09-20","1","CH-2070"
"IR-2013-350","2013-12-06","1","BS-1800"
"IR-2013-3500","2013-01-02","2","AG-525"
"IR-2013-3510","2013-12-20","3","CS-2460"
"IR-2013-3590","2013-08-22","1","MK-8160"
"IR-2013-3800","2013-09-06","2","AB-150"
"IR-2013-390","2013-03-22","4","JG-5160"
"IR-2013-4110","2013-09-25","2","EJ-3720"
"IR-2013-4330","2013-01-23","1","TB-11280"
"IR-2013-4410","2013-05-21","1","GR-4560"
"IR-2013-4420","2013-08-16","1","PO-9180"
"IR-2013-450","2013-06-03","2","HW-4935"
"IR-2013-4550","2013-04-03","1","RW-9690"
"IR-2013-4740","2013-08-29","2","BN-1515"
"IR-2013-4780","2013-08-02","1","RP-9390"
"IR-2013-5070","2013-09-16","2","CC-2430"
"IR-2013-5360","2013-12-18","4","DC-2850"
"IR-2013-5740","2013-04-08","2","SJ-10215"
"IR-2013-5890","2013-11-28","2","AB-150"
"IR-2013-5900","2013-10-15","2","HA-4920"
"IR-2013-6040","2013-11-07","1","DL-2865"
"IR-2013-6110","2013-11-28","1","BD-1635"
"IR-2013-6180","2013-08-23","1","AJ-780"
"IR-2013-6270","2013-11-11","2","ZD-11925"
"IR-2013-6870","2013-10-22","1","EL-3735"
"IR-2013-7220","2013-09-02","4","DK-3150"
"IR-2013-7350","2013-09-27","2","MV-8190"
"IR-2013-7630","2013-09-26","1","SS-10140"
"IR-2013-7880","2013-06-13","2","AH-75"
"IR-2013-8010","2013-11-25","1","ST-10530"
"IR-2013-8310","2013-09-10","2","CD-1980"
"IR-2013-8370","2013-06-21","2","JH-5820"
"IR-2013-8570","2013-05-23","1","RA-9915"
"IR-2013-8670","2013-06-30","1","BD-1620"
"IR-2013-9110","2013-08-29","1","JE-6165"
"IR-2013-9410","2013-01-23","1","EA-4035"
"IR-2013-9510","2013-06-18","2","HA-4905"
"IR-2013-9560","2013-05-17","1","BD-1725"
"IR-2013-9580","2013-12-12","1","KD-6345"
"IR-2013-9780","2013-01-18","1","KD-6495"
"IR-2013-9810","2013-06-14","1","SC-10770"
"IR-2013-990","2013-08-01","1","CB-2025"
"IR-2014-1110","2014-07-22","2","JP-6135"
"IR-2014-1180","2014-09-18","1","MC-8100"
"IR-2014-1430","2014-06-27","1","HR-4770"
"IR-2014-1540","2014-12-12","1","TW-11025"
"IR-2014-1640","2014-11-09","1","EM-4065"
"IR-2014-1670","2014-10-23","4","JM-5580"
"IR-2014-1860","2014-11-19","2","SC-10050"
"IR-2014-2130","2014-09-02","1","AB-255"
"IR-2014-2230","2014-04-16","1","EB-3840"
"IR-2014-2890","2014-12-19","2","TC-11145"
"IR-2014-3120","2014-01-06","2","CM-1830"
"IR-2014-3220","2014-12-12","1","KH-6330"
"IR-2014-3270","2014-10-10","2","MD-7350"
"IR-2014-330","2014-05-17","2","JE-5715"
"IR-2014-3310","2014-12-23","3","TB-11250"
"IR-2014-3320","2014-09-19","1","SR-10740"
"IR-2014-3520","2014-08-07","2","KL-6645"
"IR-2014-4120","2014-05-12","1","SG-10605"
"IR-2014-4150","2014-01-15","2","DM-3015"
"IR-2014-4190","2014-07-01","1","JD-6150"
"IR-2014-420","2014-01-01","4","CG-2520"
"IR-2014-4360","2014-09-19","2","NG-8355"
"IR-2014-4390","2014-03-04","1","CK-2760"
"IR-2014-4680","2014-11-05","1","AW-840"
"IR-2014-4840","2014-11-24","2","BS-1365"
"IR-2014-4860","2014-08-25","4","BV-1245"
"IR-2014-4900","2014-10-17","4","AH-585"
"IR-2014-5040","2014-10-21","2","DO-3435"
"IR-2014-5160","2014-11-21","2","MK-8160"
"IR-2014-5210","2014-12-12","1","JO-5280"
"IR-2014-5450","2014-04-02","2","EL-3735"
